field_1,Unnamed_ 0,name,lat,lng,district,layer,path
"136","136",洪浪北,"22.580576","113.917157",地铁5号线,5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"137","137",灵芝,"22.5754","113.910988",地铁5号线,5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"138","138",翻身,"22.566009","113.899729",地铁5号线,5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"139","139",宝安中心,"22.560836","113.893654","地铁1号线;地铁5号线",5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"140","140",宝华,"22.556037","113.891433",地铁5号线,5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"141","141",临海,"22.550297","113.895487",地铁5号线,5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"142","142",前海湾,"22.542733","113.904232","地铁11号线;地铁1号线;地铁5号线",5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"143","143",桂湾,"22.538174","113.904268",地铁5号线,5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"144","144",前湾,"22.528421","113.902289","地铁5号线;地铁9号线",5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"145","145",前湾公园,"22.522213","113.895803",地铁5号线,5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"146","146",妈湾,"22.513829","113.892659",地铁5号线,5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"147","147",铁路公园,"22.509597","113.896351",地铁5号线,5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"148","148",荔湾,"22.503907","113.900135",地铁5号线,5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"149","149",赤湾,"22.485483","113.904203","地铁2号线;地铁5号线;地铁8号线",5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"150","150",科学馆,"22.546109","114.102113","地铁1号线;地铁6号线",6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"151","151",通新岭,"22.554809","114.102685","地铁3号线;地铁6号线",6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"152","152",体育中心,"22.560866","114.102186",地铁6号线,6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"153","153",八卦岭,"22.567229","114.100836","地铁6号线;地铁7号线",6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"154","154",银湖,"22.574309","114.096286","地铁6号线;地铁9号线",6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"155","155",翰岭,"22.579926","114.07578",地铁6号线,6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"156","156",梅林关,"22.600114","114.059906",地铁6号线,6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"157","157",深圳北站,"22.616667","114.037138","地铁4号线;地铁5号线;地铁6号线",6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"158","158",红山,"22.627971","114.029976","地铁4号线;地铁6号线",6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"159","159",上芬,"22.64653","114.023107",地铁6号线,6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"160","160",元芬,"22.662456","114.011669",地铁6号线,6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"161","161",阳台山东,"22.674118","113.997912",地铁6号线,6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"162","162",官田,"22.688931","113.95614",地铁6号线,6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"163","163",上屋,"22.694669","113.945418",地铁6号线,6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"164","164",长圳,"22.732143","113.937313",地铁6号线,6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"165","165",凤凰城,"22.753067","113.939407",地铁6号线,6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"166","166",光明大街,"22.767769","113.949441",地铁6号线,6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"167","167",光明,"22.777384","113.951588",地铁6号线,6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"168","168",科学公园,"22.783155","113.940787",地铁6号线,6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"169","169",楼村,"22.781794","113.929808",地铁6号线,6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"170","170",红花山,"22.783621","113.914446",地铁6号线,6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"171","171",公明广场,"22.783783","113.897782",地铁6号线,6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"172","172",合水口,"22.787876","113.887685",地铁6号线,6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"173","173",薯田埔,"22.787238","113.874398",地铁6号线,6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"174","174",松岗公园,"22.783877","113.85487",地铁6号线,6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"175","175",溪头,"22.780543","113.844475",地铁6号线,6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"176","176",松岗,"22.777998","113.836299","地铁11号线;地铁6号线",6号线,E:/jojo/UCL/T2/0012/Q1_QGIS/6号线.shp|layername=6号线
"177","177",西丽湖,"22.599603","113.97218",地铁7号线,7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"178","178",西丽,"22.586456","113.960285","地铁5号线;地铁7号线",7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"179","179",茶光,"22.579749","113.960895",地铁7号线,7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"180","180",珠光,"22.574117","113.966916",地铁7号线,7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"181","181",龙井,"22.570046","113.981313",地铁7号线,7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"182","182",桃源村,"22.56619","113.988291",地铁7号线,7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"183","183",深云,"22.562734","114.000345",地铁7号线,7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"184","184",安托山,"22.554985","114.012557","地铁2号线;地铁7号线;地铁8号线",7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"185","185",农林,"22.546682","114.02481",地铁7号线,7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"186","186",车公庙,"22.541996","114.03365","地铁11号线;地铁1号线;地铁7号线;地铁9号线",7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"187","187",上沙,"22.530495","114.042117",地铁7号线,7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"188","188",沙尾,"22.526598","114.049088",地铁7号线,7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"189","189",石厦,"22.52906","114.060299","地铁3号线;地铁7号线",7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"190","190",皇岗村,"22.528766","114.066239",地铁7号线,7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"191","191",福民,"22.529772","114.072814","地铁10号线;地铁4号线;地铁7号线",7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"192","192",皇岗口岸,"22.527096","114.081006",地铁7号线,7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"193","193",福民,"22.529772","114.072814","地铁10号线;地铁4号线;地铁7号线",7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"194","194",赤尾,"22.537705","114.090351",地铁7号线,7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"195","195",华强南,"22.543237","114.093342",地铁7号线,7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"196","196",华强北,"22.549777","114.092509","地铁2号线;地铁7号线;地铁8号线",7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"197","197",华新,"22.554929","114.093238","地铁3号线;地铁7号线",7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"198","198",黄木岗,"22.561766","114.09363",地铁7号线,7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"199","199",八卦岭,"22.567229","114.100836","地铁6号线;地铁7号线",7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"200","200",红岭北,"22.568287","114.110793","地铁7号线;地铁9号线",7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"201","201",笋岗,"22.569697","114.117667",地铁7号线,7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"202","202",洪湖,"22.572462","114.129292",地铁7号线,7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"203","203",田贝,"22.573393","114.136069","地铁3号线;地铁7号线",7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"204","204",太安,"22.579697","114.143568","地铁5号线;地铁7号线",7号线,E:/jojo/UCL/T2/0012/Q1_QGIS/7号线.shp|layername=7号线
"211","211",前湾,"22.528421","113.902289","地铁5号线;地铁9号线",9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"212","212",梦海,"22.52524","113.905347",地铁9号线,9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"213","213",怡海,"22.521524","113.909349",地铁9号线,9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"214","214",荔林,"22.517793","113.919798",地铁9号线,9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"215","215",南油西,"22.514926","113.924927",地铁9号线,9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"216","216",南油,"22.516242","113.932512",地铁9号线,9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"217","217",南山书城,"22.524104","113.934721",地铁9号线,9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"218","218",深大南,"22.531501","113.94211",地铁9号线,9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"219","219",粤海门,"22.538384","113.952227",地铁9号线,9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"220","220",高新南,"22.538486","113.958433",地铁9号线,9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"221","221",红树湾南,"22.529139","113.977916","地铁11号线;地铁9号线",9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"222","222",深湾,"22.529393","113.985122",地铁9号线,9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"223","223",深圳湾公园,"22.528017","113.999711",地铁9号线,9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"224","224",下沙,"22.535251","114.030928",地铁9号线,9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"225","225",车公庙,"22.541996","114.03365","地铁11号线;地铁1号线;地铁7号线;地铁9号线",9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"226","226",香梅,"22.551296","114.046121",地铁9号线,9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"227","227",景田,"22.559418","114.05003","地铁2号线;地铁8号线;地铁9号线",9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"228","228",梅景,"22.56643","114.044492",地铁9号线,9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"229","229",下梅林,"22.571368","114.048023",地铁9号线,9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"230","230",梅村,"22.574203","114.059035",地铁9号线,9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"231","231",上梅林,"22.575174","114.066543","地铁4号线;地铁9号线",9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"232","232",孖岭,"22.573885","114.074247","地铁10号线;地铁9号线",9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"233","233",银湖,"22.574309","114.096286","地铁6号线;地铁9号线",9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"234","234",泥岗,"22.573718","114.104372",地铁9号线,9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"235","235",红岭北,"22.568287","114.110793","地铁7号线;地铁9号线",9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"236","236",园岭,"22.562236","114.110895",地铁9号线,9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"237","237",红岭,"22.555001","114.110308","地铁3号线;地铁9号线",9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"238","238",红岭南,"22.546031","114.111215",地铁9号线,9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"239","239",鹿丹村,"22.541664","114.115457",地铁9号线,9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"240","240",人民南,"22.541763","114.124486",地铁9号线,9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"241","241",向西村,"22.546172","114.132273",地铁9号线,9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"242","242",文锦,"22.548714","114.137445",地铁9号线,9号线,E:/jojo/UCL/T2/0012/Q1_QGIS/9号线.shp|layername=9号线
"15","15",大和,"22.695592","114.056356",,轻轨支线,E:/jojo/UCL/T2/0012/Q1_QGIS/轻轨支线.shp|layername=轻轨支线
"16","16",东庵站,"22.695513","114.060372",,轻轨支线,E:/jojo/UCL/T2/0012/Q1_QGIS/轻轨支线.shp|layername=轻轨支线
"17","17",高新区西,"22.694732","114.065575",,轻轨支线,E:/jojo/UCL/T2/0012/Q1_QGIS/轻轨支线.shp|layername=轻轨支线
"18","18",高新区站,"22.694198","114.070697",,轻轨支线,E:/jojo/UCL/T2/0012/Q1_QGIS/轻轨支线.shp|layername=轻轨支线
"19","19",高新区东,"22.695181","114.07761",,轻轨支线,E:/jojo/UCL/T2/0012/Q1_QGIS/轻轨支线.shp|layername=轻轨支线
"20","20",下围站,"22.696661","114.084186",,轻轨支线,E:/jojo/UCL/T2/0012/Q1_QGIS/轻轨支线.shp|layername=轻轨支线
"0","0",清湖,"22.669994","114.0431",,轻轨主线,E:/jojo/UCL/T2/0012/Q1_QGIS/轻轨主线.shp|layername=轻轨主线
"1","1",清龙,"22.671018","114.049126",,轻轨主线,E:/jojo/UCL/T2/0012/Q1_QGIS/轻轨主线.shp|layername=轻轨主线
"2","2",清湖小学,"22.677891","114.049637",,轻轨主线,E:/jojo/UCL/T2/0012/Q1_QGIS/轻轨主线.shp|layername=轻轨主线
"3","3",梅龙北,"22.681718","114.054802",,轻轨主线,E:/jojo/UCL/T2/0012/Q1_QGIS/轻轨主线.shp|layername=轻轨主线
"4","4",碧澜,"22.68918","114.055926",,轻轨主线,E:/jojo/UCL/T2/0012/Q1_QGIS/轻轨主线.shp|layername=轻轨主线
"5","5",文澜,"22.692166","114.05607",,轻轨主线,E:/jojo/UCL/T2/0012/Q1_QGIS/轻轨主线.shp|layername=轻轨主线
"6","6",大和,"22.695592","114.056356",,轻轨主线,E:/jojo/UCL/T2/0012/Q1_QGIS/轻轨主线.shp|layername=轻轨主线
"7","7",世纪广场,"22.700877","114.056133",,轻轨主线,E:/jojo/UCL/T2/0012/Q1_QGIS/轻轨主线.shp|layername=轻轨主线
"8","8",锦鲤,"22.707104","114.056136",,轻轨主线,E:/jojo/UCL/T2/0012/Q1_QGIS/轻轨主线.shp|layername=轻轨主线
"9","9",河西,"22.706688","114.063365",,轻轨主线,E:/jojo/UCL/T2/0012/Q1_QGIS/轻轨主线.shp|layername=轻轨主线
"10","10",观城,"22.707091","114.068804",,轻轨主线,E:/jojo/UCL/T2/0012/Q1_QGIS/轻轨主线.shp|layername=轻轨主线
"11","11",大布头,"22.71022","114.072284",,轻轨主线,E:/jojo/UCL/T2/0012/Q1_QGIS/轻轨主线.shp|layername=轻轨主线
"12","12",河东,"22.713862","114.067583",,轻轨主线,E:/jojo/UCL/T2/0012/Q1_QGIS/轻轨主线.shp|layername=轻轨主线
"13","13",石角头站,"22.717188","114.06342",,轻轨主线,E:/jojo/UCL/T2/0012/Q1_QGIS/轻轨主线.shp|layername=轻轨主线
"14","14",新澜,"22.720441","114.061883",,轻轨主线,E:/jojo/UCL/T2/0012/Q1_QGIS/轻轨主线.shp|layername=轻轨主线
