,Origin,Average_metro_time,Average_walk_time,Average_other_time,Average_traffic_time,Average_waiting_time,Average_total_time,Average_metro_line_transfer,Min_metro_time,Traffic_time_of min_metro_time,Transfer_of_min_metro_time,Min_traffic_time,Metro_time_of_min_traffic_time,Transfer_of_min_traffic_time,Median_metro_time,Median_traffic_time,Median_metro_line_transfer,Count_of_only_bus_round,Count_of only_walk_round,Count_of_none_data
34,能源大厦,35.17463768115942,21.077536231884057,1.6978260869565216,57.95,6.086956521739131,64.03695652173913,0.5652173913043478,4.0,25.483333333333334,0,25.483333333333334,4.0,0,31.0,54.65,1.0,27,0,0
35,兴业银行大厦,33.19416666666667,13.563750000000002,4.81375,51.57166666666666,7.625,59.19666666666666,0.45,4.0,21.71666666666667,0,17.966666666666665,11.233333333333333,1,31.808333333333334,48.80833333333333,0.0,10,0,0
36,华安保险总部大厦,34.19656862745098,20.06323529411765,7.01078431372549,61.27058823529411,6.764705882352941,68.03529411764706,0.29411764705882354,4.0,27.95,0,26.083333333333332,4.0,0,29.59166666666667,58.13333333333334,0.0,16,0,0
37,新华保险大厦,33.6047619047619,15.088571428571425,7.654285714285714,56.34761904761905,7.714285714285714,64.06190476190476,0.2857142857142857,2.0,19.916666666666668,0,19.916666666666668,2.0,0,31.71666666666667,53.28333333333333,0.0,15,0,0
38,京地大厦,32.97083333333333,17.16435185185185,5.358796296296296,55.49398148148147,7.083333333333333,62.57731481481481,0.7222222222222222,3.0,19.416666666666664,0,19.416666666666664,3.0,0,31.59166666666667,54.358333333333334,1.0,14,0,0
39,银都大厦,39.99074074074074,19.148765432098767,4.2592592592592595,63.39876543209877,7.1296296296296315,70.5283950617284,0.4444444444444444,4.0,17.85,0,17.85,4.0,0,41.18333333333334,64.76666666666667,0.0,23,0,0
40,宝通大厦,48.5642857142857,25.28015873015873,9.818253968253968,83.6626984126984,9.523809523809524,93.18650793650795,0.7142857142857143,8.0,31.616666666666667,0,31.616666666666667,8.0,0,50.61666666666667,82.48333333333333,1.0,29,0,0
41,国信投资大厦,44.422083333333326,13.318333333333328,7.696250000000001,65.43666666666667,9.0,74.43666666666668,1.1,4.0,37.31666666666666,0,15.466666666666667,8.0,0,44.28333333333333,63.025000000000006,1.0,10,0,0
42,深圳北航大厦,50.52941176470589,21.650980392156864,8.951960784313727,81.13235294117648,8.529411764705882,89.66176470588236,0.5588235294117647,10.0,29.71666666666667,0,29.71666666666667,10.0,0,48.475,77.08333333333334,1.0,16,0,0
43,创新大厦,42.80694444444445,18.70277777777778,17.53194444444444,79.04166666666667,15.208333333333334,94.25,0.75,8.0,37.86666666666666,0,37.86666666666666,8.0,0,39.016666666666666,74.10833333333332,1.0,38,0,0
44,中国华润大厦,42.98055555555555,21.300925925925924,4.562962962962962,68.84444444444445,8.680555555555555,77.52500000000002,1.0277777777777777,3.0,32.21666666666667,0,27.833333333333336,11.283333333333333,1,39.16666666666667,65.03333333333333,1.0,14,0,0
45,海洋石油大厦,59.84291666666668,15.430000000000001,5.835833333333333,81.10874999999999,9.3125,90.42124999999999,1.025,14.0,36.416666666666664,0,36.416666666666664,14.0,0,60.975,78.625,1.0,10,0,0
46,南山大厦,62.52600000000001,20.452666666666662,10.122666666666667,93.10133333333333,10.599999999999998,103.70133333333334,0.64,11.0,45.95,0,45.95,11.0,0,64.18333333333334,92.23333333333333,1.0,25,0,0
47,航天大厦,33.56375,15.417499999999999,6.1729166666666675,55.154166666666676,7.875,63.029166666666676,0.45,4.0,23.416666666666668,0,19.666666666666664,11.233333333333333,1,31.808333333333334,52.7,0.0,10,0,0
48,中国高科大厦,60.47395833333332,18.49583333333333,10.263020833333334,89.2328125,12.96875,102.20156250000001,0.78125,11.0,33.96666666666667,0,33.96666666666667,11.0,0,60.44166666666666,82.54999999999998,1.0,18,0,0
49,新能源大厦,50.04833333333333,18.17444444444444,6.265555555555556,74.48833333333333,8.583333333333336,83.07166666666667,0.8666666666666667,11.0,37.266666666666666,0,27.083333333333336,15.0,0,45.075,72.33333333333334,1.0,20,0,0
50,国兴大厦,49.92799999999999,19.542666666666666,3.3879999999999995,72.85866666666668,7.5,80.35866666666666,0.88,8.0,28.383333333333333,0,28.383333333333333,8.0,0,50.75,72.68333333333334,1.0,25,0,0
51,中海油大厦,48.1608527131783,19.136821705426357,10.860077519379844,78.1577519379845,9.476744186046512,87.63449612403102,0.8372093023255814,4.0,27.983333333333334,0,27.983333333333334,4.0,0,43.66666666666667,73.95,1.0,7,0,0
52,创维大厦,49.262666666666675,18.355999999999998,3.5246666666666666,71.14333333333332,7.700000000000002,78.84333333333333,0.88,5.0,22.516666666666666,0,22.516666666666666,5.0,0,48.6,72.81666666666666,1.0,25,0,0
53,北科大厦,50.31510416666666,19.903125,6.819791666666667,77.03802083333335,8.59375,85.63177083333333,0.71875,11.0,31.68333333333333,0,26.866666666666667,13.0,0,48.05833333333334,73.86666666666667,1.0,18,0,0
54,天虹大厦,49.20291666666668,21.634999999999998,7.902916666666667,78.74083333333334,8.1875,86.92833333333334,0.875,4.0,32.31666666666667,0,32.31666666666667,4.0,0,47.541666666666664,72.76666666666667,1.0,10,0,0
55,康佳研发大厦,45.52413793103448,19.566666666666666,5.669540229885058,70.76034482758621,7.586206896551724,78.34655172413794,0.8620689655172413,5.0,22.099999999999998,0,22.099999999999998,5.0,0,45.0,69.61666666666667,1.0,21,0,0
56,百度国际大厦,49.27020202020202,21.131313131313124,7.836868686868687,78.23838383838384,8.106060606060606,86.34444444444445,0.6060606060606061,11.0,40.983333333333334,0,32.400000000000006,13.0,0,47.0,72.88333333333333,1.0,17,0,0
57,环球数码大厦,53.412499999999994,25.64479166666666,14.0375,93.09479166666667,10.468750000000004,103.56354166666667,0.8125,11.0,39.83333333333333,0,39.83333333333333,11.0,0,52.8,92.64166666666667,1.0,34,0,0
58,中科大厦,46.96250000000001,16.81309523809524,5.908333333333333,69.68392857142858,7.767857142857143,77.45178571428572,0.8928571428571429,5.0,20.65,0,20.65,5.0,0,46.88333333333333,69.5,1.0,22,0,0
59,腾讯大厦,63.26904761904762,26.89642857142857,5.3999999999999995,95.56547619047618,8.928571428571429,104.4940476190476,0.8571428571428571,45.0,79.73333333333333,0,72.68333333333334,50.6,1,62.36666666666667,92.45833333333333,1.0,36,0,0
60,中铁南方总部大厦,45.89746376811595,19.88659420289855,9.916666666666668,75.70072463768115,9.184782608695652,84.8855072463768,0.7608695652173914,3.0,50.65,0,28.81666666666667,4.0,0,44.875,67.99166666666667,1.0,4,0,0
61,创维半导体设计大厦,46.163440860215054,19.699462365591398,6.110215053763439,71.97311827956989,7.17741935483871,79.1505376344086,0.8387096774193549,5.0,22.7,0,22.7,5.0,0,45.56666666666666,70.05000000000001,1.0,19,0,0
62,阿里云大厦,47.39166666666667,21.166666666666668,7.984848484848485,76.54318181818182,9.659090909090908,86.20227272727273,0.8636363636363636,3.0,52.3,0,30.633333333333336,4.0,0,50.233333333333334,71.24166666666667,1.0,6,0,0
63,微软科通大厦,50.15989583333332,20.170833333333334,8.461458333333333,78.7921875,9.53125,88.32343750000001,0.71875,11.0,32.35,0,27.566666666666666,13.0,0,45.65,76.88333333333333,0.5,18,0,0
64,华润置地大厦,46.198958333333344,16.963541666666668,8.123958333333333,71.28645833333334,7.968750000000002,79.25520833333334,0.875,5.0,20.016666666666666,0,20.016666666666666,5.0,0,48.38333333333333,75.09166666666667,1.0,18,0,0
65,建工大厦,54.97525252525254,19.30050505050505,5.3121212121212125,79.5878787878788,9.318181818181817,88.9060606060606,1.0,8.0,31.0,0,31.0,8.0,0,58.75,82.45000000000002,1.0,17,0,0
66,建业大厦,37.33131313131312,21.960606060606057,5.932828282828282,65.22474747474749,6.893939393939394,72.11868686868688,0.6666666666666666,5.15,25.366666666666667,1,25.366666666666667,5.15,1,38.56666666666666,63.75,1.0,17,0,0
67,经济发展大厦,64.88541666666669,19.792499999999997,10.217916666666667,94.89583333333333,10.25,105.14583333333333,1.2,17.483333333333334,42.61666666666667,1,42.61666666666667,17.483333333333334,1,64.50833333333334,87.45833333333334,1.0,10,0,0
68,坪山投资大厦,35.363157894736844,18.63859649122807,56.61140350877192,110.61315789473684,15.394736842105269,126.0078947368421,0.42105263157894735,7.0,82.98333333333333,0,75.58333333333333,21.0,0,28.0,108.18333333333334,0.0,31,0,0
